sentence,full_audio_path,no_tone
Àwọn ìlú tó wà ní ilẹ̀ òkèrè fí ẹ̀sùn gbájúẹ̀ kàn ilẹ̀ Nàìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_37036817.mp3,Awon ilu to wa ni ile okere fi esun gbajue kan ile Naijiria.
Àwọn olórí orílẹ̀èdè àgbáyé ti ṣèlérí àti dẹ́kun gẹdú gígé,/content/drive/MyDrive/clips/common_voice_yo_37036818.mp3,Awon olori orileede agbaye ti seleri ati dekun gedu gige
Ọlọ́pàá ló ti Báyọnlé mọ́lé nítorí ìwọ́de ọjọ́sí.,/content/drive/MyDrive/clips/common_voice_yo_37036820.mp3,Olopaa lo ti Bayonle mole nitori iwode ojosi.
Òògùn ìtura dé fún àjàkálẹ̀ ààrùn olóde.,/content/drive/MyDrive/clips/common_voice_yo_37036842.mp3,Oogun itura de fun ajakale aarun olode.
"Ariwo ti pọ̀ jù láàrín ìlú, papàá jùlọ ní ìlú Èkó.",/content/drive/MyDrive/clips/common_voice_yo_37036844.mp3,"Ariwo ti po ju laarin ilu, papaa julo ni ilu Eko."
Ìgbà ọ̀tun máa débá ohun gbogbo ní Nàìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_37036847.mp3,Igba otun maa deba ohun gbogbo ni Naijiria.
"Ọba ìlú àwọn Ègùn tó jẹ́ ẹrú, tó tún padà di olówò ẹrú.",/content/drive/MyDrive/clips/common_voice_yo_37036881.mp3,"Oba ilu awon Egun to je eru, to tun pada di olowo eru."
Àwọn tó ṣèsẹ̀ gba yàrá tuntun lókè ní afínjúgidi ni.,/content/drive/MyDrive/clips/common_voice_yo_37036884.mp3,Awon to sese gba yara tuntun loke ni afinjugidi ni.
Gbádébọ̀ sọ pé òun yóò ṣe ọjọ́ ìbí màmá òun ní ìlú Èkó.,/content/drive/MyDrive/clips/common_voice_yo_37036887.mp3,Gbadebo so pe oun yoo se ojo ibi mama oun ni ilu Eko.
Yínká fi orin ọpẹ́ sẹ́nu láti dúpẹ́ lọ́wọ́ Ọlọ́run lórí ilé tuntun rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_37036890.mp3,Yinka fi orin ope senu lati dupe lowo Olorun lori ile tuntun re.
Àwọn ipinlẹ kọ̀ọ̀kan tí iṣẹ́ takuntakun yìí ti wáyé ti dákẹ́ ẹkún,/content/drive/MyDrive/clips/common_voice_yo_37036893.mp3,Awon ipinle kookan ti ise takuntakun yii ti waye ti dake ekun
Àbáyòmí àti Dolápọ̀ ṣì wà lẹ́nu iṣẹ́ ọlọ́pàá.,/content/drive/MyDrive/clips/common_voice_yo_37036918.mp3,Abayomi ati Dolapo si wa lenu ise olopaa.
Ọbalayé tó kéré jùlọ nílẹ̀ Yorùbá wà ní Ìpínlẹ̀ Òndó.,/content/drive/MyDrive/clips/common_voice_yo_37036919.mp3,Obalaye to kere julo nile Yoruba wa ni Ipinle Ondo.
"Tọ́lá gbẹ ju òpó lọ, kìí jẹun rára ló fi tínrín báyìí.",/content/drive/MyDrive/clips/common_voice_yo_37036922.mp3,"Tola gbe ju opo lo, kii jeun rara lo fi tinrin bayii."
Ẹ̀ṣọ́ aṣọ́bodè mẹ́ta àti ọmọ ológun kan farapa.,/content/drive/MyDrive/clips/common_voice_yo_37036958.mp3,Eso asobode meta ati omo ologun kan farapa.
Ìjà bẹ́ sílẹ̀ láàárín àwọn ọmọ gbànfé àti ikọ̀ Àmọ̀tẹ́kùn.,/content/drive/MyDrive/clips/common_voice_yo_37036959.mp3,Ija be sile laaarin awon omo gbanfe ati iko Amotekun.
Ilé iṣé ọlọ́pàá rọ àwọn akọ̀ròyìn láti lépa àlááfíà.,/content/drive/MyDrive/clips/common_voice_yo_37036961.mp3,Ile ise olopaa ro awon akoroyin lati lepa alaafia.
Wọ́n pèsè àyẹ̀wọ̀ ọ̀fẹ́ ni àwọn ilé ìwòsàn ìjọba.,/content/drive/MyDrive/clips/common_voice_yo_37036962.mp3,Won pese ayewo ofe ni awon ile iwosan ijoba.
Àwọn orílẹ̀èdè tó ti gba àmì ẹ̀yẹ láti ọdún méjì sẹ́yìn wà níbí,/content/drive/MyDrive/clips/common_voice_yo_37109120.mp3,Awon orileede to ti gba ami eye lati odun meji seyin wa nibi
Wọ́n ní iṣẹ́ wọn ṣe kókó lásíkò ìséde yìí ìdádúró ò ní sí.,/content/drive/MyDrive/clips/common_voice_yo_37109121.mp3,Won ni ise won se koko lasiko isede yii idaduro o ni si.
"Mo lè lúwẹ̀ẹ́, mo sì lè rán aṣọ pẹ̀lú ọwọ́ mi méjèèjì",/content/drive/MyDrive/clips/common_voice_yo_37109122.mp3,"Mo le luwee, mo si le ran aso pelu owo mi mejeeji"
Ẹgbẹ́ ọmọ Yorùbá ti sọ pé kí Bùhárí yé dúnkokò mọ́ wọn mọ́,/content/drive/MyDrive/clips/common_voice_yo_37109123.mp3,Egbe omo Yoruba ti so pe ki Buhari ye dunkoko mo won mo
Adémọ́lá Tifẹ́ ti padà bímọ tuntun.,/content/drive/MyDrive/clips/common_voice_yo_37109124.mp3,Ademola Tife ti pada bimo tuntun.
Géńdé agbébọn gbá etí Olóyè lánàá.,/content/drive/MyDrive/clips/common_voice_yo_37109125.mp3,Gende agbebon gba eti Oloye lanaa.
Mo réèmọ̀ nígboro ayé èèmọ̀ tí mo ò rírí láyé mi.,/content/drive/MyDrive/clips/common_voice_yo_37109127.mp3,Mo reemo nigboro aye eemo ti mo o riri laye mi.
Àdìsá ní eré lásán làwọn gómìnà gúúsù ń ṣe lórí òfin náà.,/content/drive/MyDrive/clips/common_voice_yo_37109133.mp3,Adisa ni ere lasan lawon gomina guusu n se lori ofin naa.
Àdó olóró ẹgbẹ́ agbésùnmọ̀mí sekú pa èèyàn mẹ́wàá ní Ìlerọ̀.,/content/drive/MyDrive/clips/common_voice_yo_37109134.mp3,Ado oloro egbe agbesunmomi seku pa eeyan mewaa ni Ilero.
Owó bodè tí àwọn ọkọ̀ máa san ti pọ̀ jù,/content/drive/MyDrive/clips/common_voice_yo_37109135.mp3,Owo bode ti awon oko maa san ti po ju
Àwọn tó kùnà jíjẹ́ ọmọ ikọ̀ Amotekun ló ń gbé ìròyìn ìbàjẹ́ kiri.,/content/drive/MyDrive/clips/common_voice_yo_37109138.mp3,Awon to kuna jije omo iko Amotekun lo n gbe iroyin ibaje kiri.
"Nígbà tí wàhálà yìí pọ̀ jù, wọ́n pa Akíntọ́lá fúnra ẹ̀.",/content/drive/MyDrive/clips/common_voice_yo_36536436.mp3,"Nigba ti wahala yii po ju, won pa Akintola funra e."
Òṣèré tíátà Yorùbá ní òun kò tíì ṣe ìgbéyáwó àmọ́ òun kò wá ọkọ.,/content/drive/MyDrive/clips/common_voice_yo_36536438.mp3,Osere tiata Yoruba ni oun ko tii se igbeyawo amo oun ko wa oko.
Nàíjíríà gbégilé ìrìnàjò lọ sí ilè òkèèrè fún oṣù kan.,/content/drive/MyDrive/clips/common_voice_yo_36536439.mp3,Naijiria gbegile irinajo lo si ile okeere fun osu kan.
Ìgbòho ní òun kò fẹ́ oyè ọ̀gá àgbà páta fún ikọ̀ Àmọ̀tẹ́kùn.,/content/drive/MyDrive/clips/common_voice_yo_36536440.mp3,Igboho ni oun ko fe oye oga agba pata fun iko Amotekun.
Ṣọlá kò fún mi ní omi mu nígbàtí mo tọrọ lọ́wọ́ rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36536526.mp3,Sola ko fun mi ni omi mu nigbati mo toro lowo re.
Kí obìrin tó gba eré tíátà ni àwọn alágbèrè wọ̀nyí ti ń bèèrè ìbálòpọ̀,/content/drive/MyDrive/clips/common_voice_yo_36536527.mp3,Ki obirin to gba ere tiata ni awon alagbere wonyi ti n beere ibalopo
Òbésèré lóun ló kàn nínú orin Fújì.,/content/drive/MyDrive/clips/common_voice_yo_36536530.mp3,Obesere loun lo kan ninu orin Fuji.
Ayẹyẹ ọjọ́ ìbí da Sàídì Balógun àti Ìyàwó rẹ̀ tẹ́lẹ̀ pọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36536532.mp3,Ayeye ojo ibi da Saidi Balogun ati Iyawo re tele po.
Ẹbí ìjọba ni kò gba ìdáǹdè akẹ́kọ̀ọ́bìnrin náà.,/content/drive/MyDrive/clips/common_voice_yo_36536546.mp3,Ebi ijoba ni ko gba idande akekoobinrin naa.
Ìwé mi ni Ṣayọ̀ mú lọ sí iyàrá ìkàwé.,/content/drive/MyDrive/clips/common_voice_yo_36536547.mp3,Iwe mi ni Sayo mu lo si iyara ikawe.
Ìlọsíwájú ìlú ló ṣe pàtàkì jùlọ fún mi.,/content/drive/MyDrive/clips/common_voice_yo_36536548.mp3,Ilosiwaju ilu lo se pataki julo fun mi.
"Lẹ́yìn ọdún méje, wọn gbé àwọn akẹ́kọ̀ọ́ náa lọ sí ilé ìsìn",/content/drive/MyDrive/clips/common_voice_yo_36536549.mp3,"Leyin odun meje, won gbe awon akekoo naa lo si ile isin"
Akọ́mọlédè àti Àṣà Yorùbá ti ọ̀sẹ̀ yí rèé lẹ́nu olùkọ́ wa.,/content/drive/MyDrive/clips/common_voice_yo_36536610.mp3,Akomolede ati Asa Yoruba ti ose yi ree lenu oluko wa.
Kí ló dé tí àwọn Mùsùlùmí kan kò fẹ́ kópa nínú ọjọ́ ìbí Ànọ́bì?,/content/drive/MyDrive/clips/common_voice_yo_36536611.mp3,Ki lo de ti awon Musulumi kan ko fe kopa ninu ojo ibi Anobi?
Mo ṣàbẹ̀wò sí ilé ìfowópamọ́ àdúgbò wa nítorí owó mi,/content/drive/MyDrive/clips/common_voice_yo_36536613.mp3,Mo sabewo si ile ifowopamo adugbo wa nitori owo mi
Oúnjẹ tẹ́ lẹ́nu mi nígbà tí mo gbó ọ̀rọ̀ bàbá Tọ́pẹ́.,/content/drive/MyDrive/clips/common_voice_yo_36536614.mp3,Ounje te lenu mi nigba ti mo gbo oro baba Tope.
Àwọn ènìyàn ńláńlá ló péjọ níbi ìgbéyàwó Abíọ́lá.,/content/drive/MyDrive/clips/common_voice_yo_36543034.mp3,Awon eniyan nlanla lo pejo nibi igbeyawo Abiola.
Rẹ̀mí kéde iye mílíọ̀nù tí wọ́n fẹ́ máa ta màálù kan.,/content/drive/MyDrive/clips/common_voice_yo_36543035.mp3,Remi kede iye milionu ti won fe maa ta maalu kan.
Àwọn Wòlíì méjì míràn ti kéde wàhálà ìwọ́de sáájú.,/content/drive/MyDrive/clips/common_voice_yo_36543036.mp3,Awon Wolii meji miran ti kede wahala iwode saaju.
Ààrẹ nìkan ló láṣẹ láti yọ adájọ àgbà kúrò nípò.,/content/drive/MyDrive/clips/common_voice_yo_36543037.mp3,Aare nikan lo lase lati yo adajo agba kuro nipo.
Àwọn ajínigbé ti yìnbọn pa ara wọn lẹ́yìn èdè àiyedè lórí owó pínpín,/content/drive/MyDrive/clips/common_voice_yo_36543038.mp3,Awon ajinigbe ti yinbon pa ara won leyin ede aiyede lori owo pinpin
Ìjọba ní kò sí ìrìn-àjò sílẹ̀ òkèrè mọ́ fáwọn òṣìṣẹ́ ìjọba.,/content/drive/MyDrive/clips/common_voice_yo_36548424.mp3,Ijoba ni ko si irin-ajo sile okere mo fawon osise ijoba.
Onírògbòdìyàn ni ọkùnrin gíga tó wọ inú ìlú wa lánàá.,/content/drive/MyDrive/clips/common_voice_yo_36548426.mp3,Onirogbodiyan ni okunrin giga to wo inu ilu wa lanaa.
Adémúrewá tí wọ́n fi sórí oyè lánàá ti lọ sí ẹ̀wọ̀n báyìí,/content/drive/MyDrive/clips/common_voice_yo_36548427.mp3,Ademurewa ti won fi sori oye lanaa ti lo si ewon bayii
Atọ́lágbé ti bẹ̀rẹ̀ ìgbésẹ̀ láti fẹ́ Àbìkẹ́ gẹ́gẹ́ bí aya rẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36548428.mp3,Atolagbe ti bere igbese lati fe Abike gege bi aya re.
Ẹ yàgò lọ́nà fún ádùrá ṣiṣe nínú ilé iṣẹ́ ìjọba àpapọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36548435.mp3,E yago lona fun adura sise ninu ile ise ijoba apapo.
Ìdàrúdàpọ̀ wáyé láàárín àwọn ọlọ́jà gaàrí àti epo nítorí ipò.,/content/drive/MyDrive/clips/common_voice_yo_36548436.mp3,Idarudapo waye laaarin awon oloja gaari ati epo nitori ipo.
Oṣùn kejì nínú ọdún tó n bọ̀ ni mo fẹ́ gba ìyàwó mi kejì,/content/drive/MyDrive/clips/common_voice_yo_36548437.mp3,Osun keji ninu odun to n bo ni mo fe gba iyawo mi keji
Ọlọ́pàá mú afurasí ọ́kàndinlógún tó ń dúnkokò máwọn ọmọdé.,/content/drive/MyDrive/clips/common_voice_yo_36548438.mp3,Olopaa mu afurasi okandinlogun to n dunkoko mawon omode.
ṣèyí Mákindé ti di Gómìnà ní ìpínlẹ̀ Ọ̀yọ́,/content/drive/MyDrive/clips/common_voice_yo_36548449.mp3,seyi Makinde ti di Gomina ni ipinle Oyo
Adéfújà tó jẹ́ kọmíṣọ́nnà ètò ìlera ní ìpínlẹ̀ Òǹdò jáde láyé.,/content/drive/MyDrive/clips/common_voice_yo_36548451.mp3,Adefuja to je komisonna eto ilera ni ipinle Ondo jade laye.
"Lẹ́yìn ìkọlù náà pẹ̀lú àwọn afurasí ajínigbé, mo sá kúrò ní ìlú",/content/drive/MyDrive/clips/common_voice_yo_36548452.mp3,"Leyin ikolu naa pelu awon afurasi ajinigbe, mo sa kuro ni ilu"
Dàda ní báǹkì ń pe òun fún ìpàdé nítorí ẹ̀dáwó wa.,/content/drive/MyDrive/clips/common_voice_yo_36548453.mp3,Dada ni banki n pe oun fun ipade nitori edawo wa.
Ìjọba ń ṣe òkè afárá tó wà ní ìlú Èkó.,/content/drive/MyDrive/clips/common_voice_yo_36548469.mp3,Ijoba n se oke afara to wa ni ilu Eko.
Ohun tó ṣẹlẹ̀ ní Ìgbòho yóò kọ́ àwọn agbègbè Yorùbá yókù lọ́gbọ́n.,/content/drive/MyDrive/clips/common_voice_yo_36548470.mp3,Ohun to sele ni Igboho yoo ko awon agbegbe Yoruba yoku logbon.
Ọlátúnjí ti gba ààmì ẹ̀yẹ tuntun gẹ́gẹ́ bí i ọ̀jọ̀gbọ́n.,/content/drive/MyDrive/clips/common_voice_yo_36548471.mp3,Olatunji ti gba aami eye tuntun gege bi i ojogbon.
Àwọn èèyàn kan ní alárùn ọpọlọ ni Kẹ́hìndé.,/content/drive/MyDrive/clips/common_voice_yo_36548472.mp3,Awon eeyan kan ni alarun opolo ni Kehinde.
Àwọn ìgbìmọ̀ olórí ṣe ìpàdé lórí ìkọlù tó ṣẹlẹ̀ ní Ọ̀ṣun.,/content/drive/MyDrive/clips/common_voice_yo_36548480.mp3,Awon igbimo olori se ipade lori ikolu to sele ni Osun.
Ohun tó jẹyọ nínú ọ̀rọ̀ olùdíje fún ipò ààrẹ níbi ìpàdé wa ni wọ̀nyí.,/content/drive/MyDrive/clips/common_voice_yo_36548481.mp3,Ohun to jeyo ninu oro oludije fun ipo aare nibi ipade wa ni wonyi.
Wọ́n jí ọ̀pọ̀lọpọ̀ akẹ́kọ̀ọ́ gbé lọ ní orílẹ̀ èdè gúsù,/content/drive/MyDrive/clips/common_voice_yo_36548482.mp3,Won ji opolopo akekoo gbe lo ni orile ede gusu
Ajọ̀ àgbáyé ti kọ́ àwọn dọ́kítà ni àwọn ọ̀nà láti dẹ́kun àìsàn.,/content/drive/MyDrive/clips/common_voice_yo_36548483.mp3,Ajo agbaye ti ko awon dokita ni awon ona lati dekun aisan.
Olúwo ní kò sẹ́ni tó le fọwọ́ rọ́ òun sẹ́yìn.,/content/drive/MyDrive/clips/common_voice_yo_36548509.mp3,Oluwo ni ko seni to le fowo ro oun seyin.
"Ìgbà tí mo rí owó kan he nílẹ̀, mo sọ fún bàbá mi.",/content/drive/MyDrive/clips/common_voice_yo_36548511.mp3,"Igba ti mo ri owo kan he nile, mo so fun baba mi."
Àwọn ajínigbé kan ti gbé adájọ sálọ sínú igbó,/content/drive/MyDrive/clips/common_voice_yo_36548512.mp3,Awon ajinigbe kan ti gbe adajo salo sinu igbo
"Nàíjíríà sì ń dojúrú lọ, a sì ń wòran báyìí.",/content/drive/MyDrive/clips/common_voice_yo_36548513.mp3,"Naijiria si n dojuru lo, a si n woran bayii."
Bọ́lá Tinúbú kò rán ẹnikẹ́ni níṣẹ́ láti bá òun polongo ìbò,/content/drive/MyDrive/clips/common_voice_yo_36548516.mp3,Bola Tinubu ko ran enikeni nise lati ba oun polongo ibo
Bàbá Adé tùn ti pàdánù ẹ̀mí àti dúkìá nínú ìjàm̀bá,/content/drive/MyDrive/clips/common_voice_yo_36548517.mp3,Baba Ade tun ti padanu emi ati dukia ninu ijamba
Ogun ìbílẹ̀ ni mo fi ń rántí ọjọ́ náà.,/content/drive/MyDrive/clips/common_voice_yo_36548523.mp3,Ogun ibile ni mo fi n ranti ojo naa.
Abiyamọ kan ní oníṣègùn kò lè sọ bóyá akọ ni ọmọ òun tàbí abo.,/content/drive/MyDrive/clips/common_voice_yo_36548525.mp3,Abiyamo kan ni onisegun ko le so boya ako ni omo oun tabi abo.
Rẹ̀mí ti gbà láti gbé ní ìlú Ìbàdàn.,/content/drive/MyDrive/clips/common_voice_yo_36548526.mp3,Remi ti gba lati gbe ni ilu Ibadan.
"Kò yẹ kó sí òfìfo kankan láàárín ìwé mi, mo gbọ́dọ̀ kọ nǹkan síi",/content/drive/MyDrive/clips/common_voice_yo_36548527.mp3,"Ko ye ko si ofifo kankan laaarin iwe mi, mo gbodo ko nnkan sii"
Olúṣẹ́gun Ọbásanjọ́ ní kí áwọn èèyàn gbìnyànjù láti dìbò.,/content/drive/MyDrive/clips/common_voice_yo_36548528.mp3,Olusegun Obasanjo ni ki awon eeyan gbinyanju lati dibo.
Tàlàbí ti fẹ́ di gómìnà ìpínlẹ̀ Ọ̀yọ́.,/content/drive/MyDrive/clips/common_voice_yo_36548529.mp3,Talabi ti fe di gomina ipinle Oyo.
Akòrọ̀yìn Nàìjíríà ko ìròyìn òkèèrè lórí ìjínigbé akẹ́kọ̀ọ́bìnrin.,/content/drive/MyDrive/clips/common_voice_yo_36548530.mp3,Akoroyin Naijiria ko iroyin okeere lori ijinigbe akekoobinrin.
Olú rọ àwọn olùgbé Èkó láti mú ààbò ẹ̀mí ní pàtàkì.,/content/drive/MyDrive/clips/common_voice_yo_36548532.mp3,Olu ro awon olugbe Eko lati mu aabo emi ni pataki.
Ọ̀sẹ̀ kẹfà rèé tí toko taya náà ti lọ sí ìlú Ìbàdàn.,/content/drive/MyDrive/clips/common_voice_yo_36548533.mp3,Ose kefa ree ti toko taya naa ti lo si ilu Ibadan.
Ìjà inú ẹgbẹ́ náà kò lè parí lásìkò yí.,/content/drive/MyDrive/clips/common_voice_yo_36548534.mp3,Ija inu egbe naa ko le pari lasiko yi.
Bí àwọn agbèrò ṣe ń dá wàhálà sílẹ̀ kò dáa,/content/drive/MyDrive/clips/common_voice_yo_36548535.mp3,Bi awon agbero se n da wahala sile ko daa
Èkó ni Gbénga àti Kóredé ń gbé kí àwọn òbí wọn tó jáde lọ,/content/drive/MyDrive/clips/common_voice_yo_36548536.mp3,Eko ni Gbenga ati Korede n gbe ki awon obi won to jade lo
Ṣé ẹni tí ó bá láyà nìkan ni ó lè mọ òwe Yorùbá dáadáa?,/content/drive/MyDrive/clips/common_voice_yo_36548537.mp3,Se eni ti o ba laya nikan ni o le mo owe Yoruba daadaa?
Àwọn alárùn jẹjẹrẹ ṣe ìwọ́de ní ìlú Ọ̀ṣun.,/content/drive/MyDrive/clips/common_voice_yo_36548538.mp3,Awon alarun jejere se iwode ni ilu Osun.
"Bóyá tí mo bá jẹun, inú kò ní ta mí mọ́.",/content/drive/MyDrive/clips/common_voice_yo_36548539.mp3,"Boya ti mo ba jeun, inu ko ni ta mi mo."
Ọ̀pọ̀ ọmọ Nàíjíríà ló ń fi ìbẹ̀rù hàn lórí ìwọ́de Yorùbá.,/content/drive/MyDrive/clips/common_voice_yo_36548540.mp3,Opo omo Naijiria lo n fi iberu han lori iwode Yoruba.
Wo àwọn ohun tó yẹ kí o mọ̀ nípa orílẹ̀ èdè Nàìjíríà.,/content/drive/MyDrive/clips/common_voice_yo_36548541.mp3,Wo awon ohun to ye ki o mo nipa orile ede Naijiria.
Nígbà tí Adé fẹ́ lọ sanwó ni àwọn adigunjalẹ̀ fipá gba owó lọ́wọ́ ẹ̀.,/content/drive/MyDrive/clips/common_voice_yo_36548543.mp3,Nigba ti Ade fe lo sanwo ni awon adigunjale fipa gba owo lowo e.
Ìjọba Ọ̀yọ́ dúnkookò mọ́ iléeṣẹ́ tó bá gbé ìròyìn èké síta,/content/drive/MyDrive/clips/common_voice_yo_36548544.mp3,Ijoba Oyo dunkooko mo ileese to ba gbe iroyin eke sita
"Ìwọ́de tó ma wáyé, màá bá wọn kópa níbẹ̀.",/content/drive/MyDrive/clips/common_voice_yo_36548545.mp3,"Iwode to ma waye, maa ba won kopa nibe."
Ọ̀gá àgbà òṣèré kan ní òṣèré ò gbọdọ̀ ya sinimá lásìkò yìí.,/content/drive/MyDrive/clips/common_voice_yo_36548546.mp3,Oga agba osere kan ni osere o gbodo ya sinima lasiko yii.
Ọlọ́pàá méjì kú nínú ìjàmbá ọkọ̀ tó ṣẹlẹ̀ sí Adérọ̀gbà.,/content/drive/MyDrive/clips/common_voice_yo_36548547.mp3,Olopaa meji ku ninu ijamba oko to sele si Aderogba.
Mo gbàdúrà pé kí ọlọrun tú gbogbo àwọn aláìsàn sílẹ̀,/content/drive/MyDrive/clips/common_voice_yo_36548548.mp3,Mo gbadura pe ki olorun tu gbogbo awon alaisan sile
Ọwọ́ Àmọ̀tẹ́kùn tẹ ọ̀dọ́kùnrin tó rìn gbéregbère.,/content/drive/MyDrive/clips/common_voice_yo_36548550.mp3,Owo Amotekun te odokunrin to rin gberegbere.
Ọba Yorùbá kan lókè Ọya sọ pé òun kìí ṣe ènìyàn lásán,/content/drive/MyDrive/clips/common_voice_yo_36548551.mp3,Oba Yoruba kan loke Oya so pe oun kii se eniyan lasan
Adé ń kánjú láti fẹ́ ìyàwó míràn lé Títí.,/content/drive/MyDrive/clips/common_voice_yo_36548552.mp3,Ade n kanju lati fe iyawo miran le Titi.
Ọ̀pọ̀ àbíkẹ́yìn ń bèèrè pé ṣé ègún ni láti jẹ́ àbíkẹ́yìn?,/content/drive/MyDrive/clips/common_voice_yo_36548553.mp3,Opo abikeyin n beere pe se egun ni lati je abikeyin?
Àwọn ẹ̀ṣẹ̀ tí wọn kà sí ọrùn ọmọkùnrin náà rèé.,/content/drive/MyDrive/clips/common_voice_yo_36548554.mp3,Awon ese ti won ka si orun omokunrin naa ree.
Ọ̀gá ilééṣẹ́ aṣọ́bodè kò mọ iṣẹ́ tó.,/content/drive/MyDrive/clips/common_voice_yo_36548555.mp3,Oga ileese asobode ko mo ise to.
Fọláṣadé Owókẹ́mi ti bá àwọn agbófinró sọ̀rọ̀ ní ìjẹta.,/content/drive/MyDrive/clips/common_voice_yo_36548556.mp3,Folasade Owokemi ti ba awon agbofinro soro ni ijeta.
Oríṣi àrùn méjọ ló máa ń ṣáábà mú aláboyún.,/content/drive/MyDrive/clips/common_voice_yo_36548557.mp3,Orisi arun mejo lo maa n saaba mu alaboyun.
Ìjọba tú àṣírí ọ̀nà tuntun tí ajínigbé ń gbà jí akẹ́kọ̀ọ́ gbé.,/content/drive/MyDrive/clips/common_voice_yo_36548558.mp3,Ijoba tu asiri ona tuntun ti ajinigbe n gba ji akekoo gbe.
Agbébọn jí ọ̀pọ̀ èèyàn gbé nílùú Ọ̀wọ̀.,/content/drive/MyDrive/clips/common_voice_yo_36548559.mp3,Agbebon ji opo eeyan gbe niluu Owo.
